code,title,price,image_url,description,colour,material,category,style,room,Height,Depth,Width
OSC-YEL-2,Jasper Ochre Chenille Fabric 2 Seater Sofa,799,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-cina-2-_1__jasper_cinnamon_2_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character.,Yellow,Fabric,Sofas,Transitional,Living Room,95cm,99cm,188cm
OSC-YEL-3,Jasper Ochre Chenille Fabric 3 Seater Sofa,849,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-cina-3-_1__jasper_cinnamon_3_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character.,Yellow,Fabric,Sofas,Transitional,Living Room,95cm,99cm,214cm
OSC-YEL-4,Jasper Ochre Chenille Fabric 4 Seater Sofa,999,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-cina-4-_1__jasper_cinnamon_4_seater_sofa-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character.,Yellow,Fabric,Sofas,Transitional,Living Room,95cm,99cm,242cm
OSC-YEL-1,Jasper Ochre Chenille Fabric Armchair,579,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-cina-1-_1__jasper_cinnamon_armchair-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character.,Yellow,Fabric,Sofas,Transitional,Living Room,95cm,99cm,102cm
OSC-YEL-FOOT,Jasper Ochre Chenille Fabric Footstool,329,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-cina-foot-_1__jasper_cinnamon_footstool-lifestyle-web_pdp_1080x884px_1.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character..,Yellow,Fabric,Footstools,Transitional,Living Room,41cm,63cm,95cm
OSC-YEL-LOVE,Jasper Ochre Chenille Fabric Love Chair,649,https://www.oakandmore.co.uk/static/media/catalog/product/o/s/osc-cina-love-_1__jasper_cinnamon_love_chair-lifestyle-web_pdp_1080x884px.jpg,The Jasper collection is all about classic comfort with a modern twist – with a simple silhouette and curved armrests that strike the perfect balance between comfort and character..,Yellow,Fabric,Sofas,Transitional,Living Room,95cm,99cm,130cm
KEND004,Kendal 115cm Solid Oak and Cream Painted Dining Table,199,https://www.oakandmore.co.uk/static/media/catalog/product/k/e/kend_115cm_table_cream_a_ss.jpg,"The Kendal Collection combines painted solid hardwood and natural solid oak, for beautiful dining furniture that suits every home. Every item is this range has been traditionally crafted using only 100% solid hardwood and 100% solid oak.",Cream,Hardwood,Dining Tables,Scandinavian,Dining Room,75cm,115cm,68cm
KEND005,Kendal 115cm Solid Oak and Light Grey Painted Dining Table,199,https://www.oakandmore.co.uk/static/media/catalog/product/k/e/kend_115cm_table_lightgrey_a_ss.jpg,"The Kendal Collection combines painted solid hardwood and natural solid oak, for beautiful dining furniture that suits every home. Every item is this range has been traditionally crafted using only 100% solid hardwood and 100% solid oak.",Grey,Hardwood,Dining Tables,Scandinavian,Dining Room,75cm,115cm,68cm
KEND006,Kendal 115cm Solid Oak and Signal White Painted Dining Table,199,https://www.oakandmore.co.uk/static/media/catalog/product/k/e/kend_115cm_table_signalwhite_a_ss.jpg,"The Kendal Collection combines painted solid hardwood and natural solid oak, for beautiful dining furniture that suits every home. Every item is this range has been traditionally crafted using only 100% solid hardwood and 100% solid oak.",White,Hardwood,Dining Tables,Scandinavian,Dining Room,75cm,115cm,68cm
KEND010,Kendal 150cm Solid Oak and Cream Painted Dining Table,299,https://www.oakandmore.co.uk/static/media/catalog/product/k/e/kend_150cm_table_cream_a_ss.jpg,"The Kendal Collection combines painted solid hardwood and natural solid oak, for beautiful dining furniture that suits every home. Every item is this range has been traditionally crafted using only 100% solid hardwood and 100% solid oak.",Cream,Hardwood,Dining Tables,Scandinavian,Dining Room,75cm,150cm,90cm
KEND011,Kendal 150cm Solid Oak and Light Grey Painted Dining Table,299,https://www.oakandmore.co.uk/static/media/catalog/product/k/e/kend_150cm_table_lightgrey_a_ss.jpg,"The Kendal Collection combines painted solid hardwood and natural solid oak, for beautiful dining furniture that suits every home. Every item is this range has been traditionally crafted using only 100% solid hardwood and 100% solid oak.",Grey,Hardwood,Dining Tables,Scandinavian,Dining Room,75cm,150cm,90cm
KEND012,Kendal 150cm Solid Oak and Signal White Painted Dining Table,299,https://www.oakandmore.co.uk/static/media/catalog/product/k/e/kend_150cm_table_signalwhite_a_ss.jpg,"The Kendal Collection combines painted solid hardwood and natural solid oak, for beautiful dining furniture that suits every home. Every item is this range has been traditionally crafted using only 100% solid hardwood and 100% solid oak.",White,Hardwood,Dining Tables,Scandinavian,Dining Room,75cm,150cm,90cm
KEND007,Kendal Large Solid Oak and Cream Painted Bench,119,https://www.oakandmore.co.uk/static/media/catalog/product/k/e/kend_largebench_cream_a_ss.jpg,"The Kendal Collection combines painted solid hardwood and natural solid oak, for beautiful dining furniture that suits every home. Every item is this range has been traditionally crafted using only 100% solid hardwood and 100% solid oak.",Cream,Oak,Benches,Scandinavian,Dining Room,45cm,30cm,120cm
KEND008,Kendal Large Solid Oak and Light Grey Painted Bench,119,https://www.oakandmore.co.uk/static/media/catalog/product/k/e/kend_largebench_lightgrey_a_ss.jpg,"The Kendal Collection combines painted solid hardwood and natural solid oak, for beautiful dining furniture that suits every home. Every item is this range has been traditionally crafted using only 100% solid hardwood and 100% solid oak.",Grey,Oak,Benches,Scandinavian,Dining Room,45cm,30cm,120cm
KEND009,Kendal Large Solid Oak and Signal White Painted Bench,119,https://www.oakandmore.co.uk/static/media/catalog/product/k/e/kend_largebench_signalwhite_a_ss.jpg,"The Kendal Collection combines painted solid hardwood and natural solid oak, for beautiful dining furniture that suits every home. Every item is this range has been traditionally crafted using only 100% solid hardwood and 100% solid oak.",White,Oak,Benches,Scandinavian,Dining Room,45cm,30cm,120cm
KEND001,Kendal Small Solid Oak and Cream Painted Bench,89,https://www.oakandmore.co.uk/static/media/catalog/product/k/e/kend_smallbench_cream_a_ss.jpg,"The Kendal Collection combines painted solid hardwood and natural solid oak, for beautiful dining furniture that suits every home. Every item is this range has been traditionally crafted using only 100% solid hardwood and 100% solid oak.",Cream,Oak,Benches,Scandinavian,Dining Room,45cm,30cm,95cm
KEND002,Kendal Small Solid Oak and Light Grey Painted Bench,79,https://www.oakandmore.co.uk/static/media/catalog/product/k/e/kend_smallbench_lightgrey_a.jpeg,"The Kendal Collection combines painted solid hardwood and natural solid oak, for beautiful dining furniture that suits every home. Every item is this range has been traditionally crafted using only 100% solid hardwood and 100% solid oak.",Grey,Oak,Benches,Scandinavian,Dining Room,45cm,30cm,95cm
KEND003,Kendal Small Solid Oak and Signal White Painted Bench,89,https://www.oakandmore.co.uk/static/media/catalog/product/k/e/kend_smallbench_signalwhite_a_ss.jpg,"The Kendal Collection combines painted solid hardwood and natural solid oak, for beautiful dining furniture that suits every home. Every item is this range has been traditionally crafted using only 100% solid hardwood and 100% solid oak.",White,Oak,Benches,Scandinavian,Dining Room,45cm,30cm,95cm
KENS003,Kensington Chesterfield Dark Grey Velvet 2 Seater Sofa,749,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/dark_grey_velvet_-_kensington_-_2_seater_-_lifestyle.jpg,"Traditional rolling armrests and a sumptuously deep-buttoned backrest create the iconic Chesterfield look. The stunning Kensington collection is timeless and elegant, fitting seamlessly with any decor - from industrial-inspired to country home.",Grey,Velvet,Sofas,Transitional,Living Room,77cm,94cm,183cm
KENS004,Kensington Chesterfield Dark Grey Velvet 3 Seater Sofa,899,https://www.oakandmore.co.uk/static/media/catalog/product/d/a/dark_grey_velvet_-_kensington_-_3_seater_-_lifestyle.jpg,"Traditional rolling armrests and a sumptuously deep-buttoned backrest create the iconic Chesterfield look. The stunning Kensington collection is timeless and elegant, fitting seamlessly with any decor - from industrial-inspired to country home.",Grey,Velvet,Sofas,Transitional,Living Room,77cm,95cm,245cm
KENS005,Kensington Chesterfield Ivory Linen 2 Seater Sofa,699,https://www.oakandmore.co.uk/static/media/catalog/product/i/v/ivory_linen_-_kensington_-_3_seater_-_lifestyle_2_.jpg,"Traditional rolling armrests and a sumptuously deep-buttoned backrest create the iconic Chesterfield look. The stunning Kensington collection is timeless and elegant, fitting seamlessly with any decor - from industrial-inspired to country home.",Natural,Fabric,Sofas,Transitional,Living Room,77cm,94cm,183cm
KENS006,Kensington Chesterfield Ivory Linen 3 Seater Sofa,899,https://www.oakandmore.co.uk/static/media/catalog/product/i/v/ivory_linen_-_kensington_-_3_seater_-_lifestyle.jpg,"Traditional rolling armrests and a sumptuously deep-buttoned backrest create the iconic Chesterfield look. The Kensington collection is timeless and elegant, fitting seamlessly with any decor - from industrial-inspired to country home.",Natural,Fabric,Sofas,Transitional,Living Room,77cm,95cm,245cm
GTOL1400,Lakelyn 140cm Round Solid Oak and Glass Dining Table,249,https://www.oakandmore.co.uk/static/media/catalog/product/l/a/lakleyn_round_left.jpg,"The Lakelyn range is a stunning collection of beautifully crafted solid oak and glass dining tables. With sturdy angled legs, these tables combine the natural texture of solid oak with the refined elegance of glass, for effortless statement-making style.",Clear,Glass,Dining Tables,Mid Century Modern,Dining Room,76.2cm,140cm,140cm
GTOL1800,Lakelyn 180cm Solid Oak and Glass Dining Table,299,https://www.oakandmore.co.uk/static/media/catalog/product/l/a/lakleyn_rectangle_left.jpg,"The Lakelyn range is a stunning collection of beautifully crafted solid oak and glass dining tables. With sturdy angled legs, these tables combine the natural texture of solid oak with the refined elegance of glass, for effortless statement-making style.",Clear,Glass,Dining Tables,Mid Century Modern,Dining Room,76.2cm,180cm,90cm
YORK008,Large York Solid Oak Bench,120,https://www.oakandmore.co.uk/static/media/catalog/product/y/o/york_largebench_b_ss.jpg,"The York collection is elegant, stylish and practical. Crafted from solid oak with a clear finish designed to match with modern decor trends, you'll easily find the perfect bench to match your space.",Oak,Oak,Benches,Mid Century Modern,Dining Room,45cm,30cm,135cm
LARS001,Larson Brown Faux Leather Bench,279,https://www.oakandmore.co.uk/static/media/catalog/product/1/9/1906_cara_3_grey_linen-30-10-2020-day_04_.jpg,"The Larson collection is crafted with luxurious faux leather for dining spaces seeking elegance and durability. With a stunning stitched design, these benches make an impression.",Brown,Leather,Benches,Contemporary,Living Room,90cm,60cm,157cm
LARS003,Larson Grey Faux Leather Bench,249,https://www.oakandmore.co.uk/static/media/catalog/product/1/9/1918_cara_3_grey_linen-30-10-2020-day_04_.jpg,"The Larson collection is crafted with luxurious faux leather for dining spaces seeking class, elegance and durability.",Grey,Leather,Benches,Contemporary,Living Room,90cm,60cm,157cm
LAW014,Lawson Oak and Charcoal Grey Painted 2 Over 3 Chest of Drawers,469,https://www.oakandmore.co.uk/static/media/catalog/product/l/a/lawson_charcoal_grey_3_over_2_chest_of_drawers_solid_stamp.jpg,"The stunning <a href=/ranges/lawson>Lawson Collection</a> features charcoal grey painted solid hardwood frames with 100% solid oak tops. Every item in this collection is crafted from 100% solid wood, with no veneer, MDF or chipboard used.",Grey,Hardwood,Chest of Drawers,Transitional,Bedroom,92cm,46cm,100cm
LAW016,Lawson Oak and Charcoal Grey Painted 3 Drawer Bedside Chest,179,https://www.oakandmore.co.uk/static/media/catalog/product/l/a/lawson_charcoal_grey_3_drawer_bedside_chest_solid_stamp.jpg,"The stunning <a href=/ranges/lawson>Lawson Collection</a> features charcoal grey painted solid hardwood frames with 100% solid oak tops. Every item in this collection is crafted from 100% solid wood, with no veneer, MDF or chipboard used.",Grey,Hardwood,Bedside Tables,Transitional,Bedroom,60cm,37cm,50cm
LAW013,Lawson Oak and Charcoal Grey Painted 5 Drawer Tallboy,429,https://www.oakandmore.co.uk/static/media/catalog/product/l/a/lawson_charcoal_grey_tallboy_solid_stamp.jpg,"The stunning <a href=/ranges/lawson>Lawson Collection</a> features charcoal grey painted solid hardwood frames with 100% solid oak tops. Every item in this collection is crafted from 100% solid wood, with no veneer, MDF or chipboard used.",Grey,Hardwood,Chest of Drawers,Transitional,Bedroom,111cm,46cm,52cm
LAW020,Lawson Oak and Charcoal Grey Painted Blanket Box,329,https://www.oakandmore.co.uk/static/media/catalog/product/l/a/law020_lawsoncharcoal_blanketbox_fhl_06_brass_a-resized_solid_stamp.jpg,"The stunning <a href=/ranges/lawson>Lawson Collection</a> features charcoal grey painted solid hardwood frames with 100% solid oak tops. Every item in this collection is crafted from 100% solid wood, with no veneer, MDF or chipboard used.",Grey,Hardwood,Blanket Boxes,Transitional,Bedroom,50cm,50cm,100cm
LAW011,Lawson Oak and Charcoal Grey Painted Coffee Table,379,https://www.oakandmore.co.uk/static/media/catalog/product/l/a/law011_lawsoncharcoal_coffeetable_fhl_06_brass_a-resized_solid_stamp.jpg,"The stunning <a href=/ranges/lawson>Lawson Collection</a> features charcoal grey painted solid hardwood frames with 100% solid oak tops. Every item in this collection is crafted from 100% solid wood, with no veneer, MDF or chipboard used.",Grey,Hardwood,Coffee Tables,Transitional,Living Room,48cm,60cm,120cm
LAW010,Lawson Oak and Charcoal Grey Painted Console Table,299,https://www.oakandmore.co.uk/static/media/catalog/product/l/a/lawson_charcoal_grey_console_table_solid_stamp.jpg,"The stunning <a href=/ranges/lawson>Lawson Collection</a> features charcoal grey painted solid hardwood frames with 100% solid oak tops. Every item in this collection is crafted from 100% solid wood, with no veneer, MDF or chipboard used.",Grey,Hardwood,Console Tables,Transitional,Living Room,80cm,38cm,100cm
